transaction_id,rental_id,transaction_date,transaction_year,category_id,category_name,city,country,customer_id,payment_amount,rental_duration
160,89,2025-04-15,2025-02-21,20,Comedy|Drama,Martingança-Gare,Portugal,97,63,81
161,58,2024-11-28,2025-04-04,4,Comedy|Romance,Cadiz,Spain,76,43,5
162,63,2025-01-13,2024-12-18,56,Comedy|Romance,Ziębice,Poland,11,45,32
163,28,2025-04-16,2025-02-21,40,(no genres listed),Umbuldamar,Indonesia,64,11,44
164,73,2024-05-22,2025-04-14,63,Action|Comedy|Crime,Nakasongola,Uganda,38,22,68
165,47,2024-12-09,2024-07-28,80,Comedy|Crime|Drama|Mystery,Ketawang,Indonesia,69,15,43
166,77,2025-04-25,2025-03-19,45,Drama,Bartošovice,Czech Republic,60,43,77
167,4,2024-06-24,2025-01-23,65,Children|Drama,Baiyang,China,66,93,23
168,58,2025-04-11,2024-10-26,9,Animation|Horror,Årjäng,Sweden,9,95,24
169,38,2025-01-07,2025-02-07,16,Drama|Romance,Ingarö,Sweden,27,3,28
170,78,2024-05-19,2025-04-01,74,Comedy,Miastków Kościelny,Poland,35,77,68
171,76,2025-01-09,2024-12-14,19,Romance|Sci-Fi,Peza e Madhe,Albania,73,17,82
172,68,2024-10-19,2025-02-03,72,Drama|Romance,Huangshi,China,85,54,53
173,25,2025-04-22,2024-09-06,10,Drama,Daliuhang,China,88,75,21
174,99,2024-09-20,2024-06-05,39,Documentary,Rajsko,Poland,21,85,68
175,35,2025-01-07,2024-10-09,38,Drama|Mystery|Romance,Manicahan,Philippines,66,21,92
176,59,2025-01-17,2025-04-30,47,Documentary,Leninsk,Russia,13,80,22
177,9,2024-05-29,2025-02-21,48,Documentary,Miguel Hidalgo,Mexico,7,48,33
178,83,2024-11-19,2025-02-05,77,Comedy|Drama,Al Khirāb,Yemen,31,56,92
179,14,2025-02-12,2024-11-16,18,Action|Animation|Fantasy,Krzczonów,Poland,43,69,77
180,19,2024-10-24,2024-11-01,83,Thriller,Chaowai,China,78,12,2
181,61,2025-04-13,2025-03-11,51,Comedy|Romance,Sukaraja,Indonesia,56,43,44
182,44,2025-03-20,2025-04-17,25,Children|Comedy|Fantasy,Putrajaya,Malaysia,38,18,79
183,57,2024-12-20,2024-05-22,99,Action|Thriller,Sebuku,Indonesia,11,92,17
184,42,2024-06-01,2024-08-01,70,Comedy,Rote,Indonesia,43,50,48
185,75,2024-12-13,2024-12-20,77,Comedy|Documentary|Musical,El Mirador,Mexico,55,85,63
186,56,2024-10-20,2025-03-22,56,Drama|Fantasy|War,Juranalas,Indonesia,60,25,9
187,12,2025-05-10,2025-04-17,24,Adventure|Drama|Horror,Lampa,Chile,5,74,55
188,45,2025-02-06,2025-04-03,4,Thriller,Anār,Iran,72,78,26
189,52,2024-06-26,2025-01-22,24,Drama|Romance|War,Qiryat Shemona,Israel,12,56,96
190,68,2025-02-19,2025-01-09,58,Film-Noir|Romance|Thriller,Qincheng,China,46,10,12
191,68,2024-11-23,2024-07-26,30,Documentary,Prioso Barat,Indonesia,32,85,74
192,72,2024-08-15,2025-02-15,32,Drama,Mungging,Indonesia,52,29,75
193,43,2024-08-05,2024-07-24,5,Comedy|Drama,Al Qaryatayn,Syria,72,85,69
194,25,2025-04-03,2024-06-12,10,Comedy|Musical,Ersekë,Albania,22,62,36
195,80,2025-01-05,2024-06-19,50,Crime|Thriller,Lansing,United States,59,20,75
196,85,2024-11-30,2024-12-21,80,Comedy|Romance,Kluczbork,Poland,79,32,97
197,48,2024-09-02,2025-01-14,89,Action|Drama|Western,Kista,Sweden,52,52,31
198,13,2025-02-12,2024-08-30,47,Comedy|Drama|Romance,Dortmund,Germany,36,10,18
199,36,2024-09-12,2025-01-20,12,Drama|Musical|Romance|IMAX,Tunja,Colombia,31,81,25
200,60,2025-01-10,2025-03-31,76,Action|Crime|Thriller,Muncar,Indonesia,95,48,76
201,49,2024-10-27,2024-07-02,66,Comedy,Filipstad,Sweden,17,17,39
202,39,2024-08-31,2024-12-19,18,Documentary,Byera Village,Saint Vincent and the Grenadines,79,70,61
203,92,2024-06-22,2024-08-28,68,Action|Mystery,München,Germany,3,34,66
204,53,2025-03-05,2024-07-21,51,Comedy|Drama,Mikhaylov,Russia,24,99,32
205,58,2025-03-01,2025-01-21,8,Comedy|Drama,Lamont,Canada,36,48,11
206,2,2025-01-21,2024-11-28,18,Action|Adventure,Lomba,Portugal,84,30,60
207,25,2024-10-12,2025-01-21,10,Documentary,Hutang,China,30,23,89
208,91,2024-11-20,2024-09-06,82,Sci-Fi|Thriller,Daulatpur,Pakistan,7,25,3
209,98,2025-01-06,2025-04-19,85,Documentary,Färjestaden,Sweden,71,20,19
210,20,2024-09-13,2025-02-15,84,Musical|Western,Jdaidet el Matn,Lebanon,93,31,4
211,63,2025-02-24,2024-12-23,7,Crime|Drama,Shuikou,China,67,72,31
212,96,2024-06-21,2025-01-27,85,Drama,Buur Gaabo,Somalia,8,68,47
213,40,2025-04-17,2024-12-24,16,Thriller,Yelizavetinskaya,Russia,1,55,75
214,69,2025-02-09,2025-01-20,53,Drama|Romance,Rybno,Poland,35,76,50
215,7,2025-04-11,2024-11-02,49,Horror|Thriller,Phlapphla Chai,Thailand,33,29,45
216,52,2025-01-16,2024-12-27,50,Action,Venda do Alcaide,Portugal,35,86,30
217,33,2024-08-23,2025-03-14,64,Animation,Xiwanzi,China,29,59,30
218,99,2025-02-11,2025-03-15,71,Animation|Documentary,Zhonghuopu,China,81,63,83
219,39,2024-11-04,2024-11-07,52,Horror|Mystery|Thriller,Pengbu,China,27,88,9
220,6,2025-04-30,2024-06-17,18,Drama,Helsingborg,Sweden,64,3,54
221,15,2024-11-09,2025-05-14,19,Horror|Thriller,Koltubanovskiy,Russia,86,7,4
222,20,2024-12-26,2025-03-11,40,Comedy|Thriller,Catabola,Angola,90,89,18
223,93,2024-09-07,2025-01-26,64,Horror|Mystery,Horki,Belarus,86,35,59
224,35,2024-06-04,2025-04-02,28,Comedy,Tandaltī,Sudan,24,94,51
225,58,2024-09-30,2024-08-02,44,Crime|Drama|Thriller,Paris 14,France,20,15,83
226,35,2025-05-10,2025-02-26,100,Drama|Thriller,Kudowa-Zdrój,Poland,69,4,37
227,12,2025-01-17,2024-11-18,5,Horror|Thriller,Suwaru,Indonesia,99,21,16
228,38,2024-06-24,2024-05-20,27,Action|Adventure|Thriller,Kadoma,Japan,60,67,40
229,46,2024-12-29,2024-12-20,97,Documentary,Asnières-sur-Seine,France,85,39,84
230,85,2025-05-12,2024-06-19,13,Action|Adventure|Animation|Children|Comedy|Fantasy,Shentang,China,29,23,69
231,91,2025-03-17,2024-11-08,77,Drama|Romance,Krasnodar,Russia,72,58,67
232,27,2024-11-21,2024-08-22,83,Action|Crime|Thriller,Pingtian,China,38,13,69
233,80,2025-02-14,2024-07-11,46,Drama,Halimaung Jaya (F-3),Indonesia,20,49,76
234,99,2024-12-09,2024-06-25,40,Drama|Romance|War,Juazeiro do Norte,Brazil,99,37,83
235,6,2024-05-30,2024-12-06,99,Comedy|Romance,Pasirlaja,Indonesia,49,42,36
236,24,2024-08-23,2025-01-08,53,Comedy,Ciudad Bolívar,Colombia,78,39,10
237,47,2025-05-05,2024-09-10,16,Action|Animation|Children|Crime,Golmud,China,99,95,6
238,39,2024-10-04,2024-06-21,9,Comedy,Nankou,China,96,70,93
239,8,2024-11-29,2025-01-13,18,Drama|War,Béreldange,Luxembourg,5,27,39
240,29,2025-03-31,2024-12-07,42,Documentary,Crateús,Brazil,69,66,65
241,22,2024-11-07,2024-12-18,49,Drama,Tangquan,China,69,45,93
242,48,2024-08-07,2024-12-30,28,Drama|Romance,Rivesaltes,France,34,18,87
243,98,2024-07-16,2025-01-21,8,Action|Comedy|Horror,Willemstad,Curacao,94,98,17
244,6,2025-04-09,2024-07-27,6,Action|Crime|Sci-Fi,Moncada,Philippines,88,88,97
245,16,2024-12-10,2024-06-11,48,Drama,Sacramento,United States,33,50,77
246,37,2024-10-03,2024-09-30,2,Drama,Doāba,Pakistan,35,20,50
247,36,2024-05-29,2024-09-24,19,Action|Adventure|Thriller,Gò Dầu,Vietnam,13,88,38
248,81,2025-02-26,2025-03-21,15,Musical,Filipowice,Poland,49,70,15
249,55,2024-06-04,2024-08-17,69,Drama,Ростуша,Macedonia,3,71,99
250,25,2024-10-18,2025-05-04,77,Comedy|Drama|Romance,Bārah,Sudan,64,83,71
251,69,2024-12-13,2024-12-15,44,Crime|Drama,Acobamba,Peru,50,99,68
252,50,2024-10-25,2025-03-10,45,Documentary,Shijing,China,84,62,60
253,49,2024-11-04,2024-05-24,43,Drama|Romance|War,Sabang,Philippines,6,6,34
254,52,2025-01-29,2024-10-14,41,Horror|Sci-Fi|Thriller,Malpique,Portugal,27,46,28
255,23,2025-03-14,2024-07-16,61,Drama|Horror|Romance,Dębno,Poland,97,57,36
256,23,2025-03-12,2025-03-12,57,Action|Mystery,Emiliano Zapata,Mexico,90,27,54
257,15,2024-11-04,2024-05-24,67,Drama,Paris 12,France,48,44,72
258,92,2025-04-17,2024-06-03,85,Horror|Mystery|Thriller,Sumalig,Philippines,68,61,81
259,67,2024-09-06,2024-10-17,93,Documentary,Vila de Rei,Portugal,82,76,50
260,84,2025-01-27,2025-01-21,89,Thriller,Songfeng,China,74,54,75
261,37,2025-03-06,2025-03-29,100,Drama|War,Greytown,South Africa,98,43,98
262,35,2025-04-07,2024-05-21,42,Comedy,Lille,France,100,5,15
263,81,2024-07-20,2024-05-27,15,Comedy|Romance,Reims,France,23,91,97
264,15,2025-04-09,2024-12-03,62,Mystery|Thriller,Varadero,Cuba,28,51,73
265,71,2024-11-08,2024-12-31,23,Drama,San Francisco,United States,82,9,5
266,45,2024-11-03,2025-03-05,36,Comedy|Drama|Romance,Sovetskiy,Russia,30,77,33
267,66,2024-09-20,2024-10-25,84,Comedy,Maagnas,Philippines,50,91,38
268,57,2024-08-20,2024-09-21,89,Comedy|Musical,Muktāgācha,Bangladesh,38,56,52
269,100,2025-03-18,2025-03-14,93,Romance,Tigaherang,Indonesia,93,4,40
270,31,2025-03-22,2024-09-29,7,Action,Perstorp,Sweden,82,68,44
271,34,2025-03-05,2024-11-28,12,Drama|Horror,Shirone,Japan,78,93,36
272,88,2024-08-19,2024-07-27,96,Drama|Thriller,Tembladera,Peru,61,26,19
273,86,2024-08-05,2024-12-07,31,Comedy,Ampelókipoi,Greece,8,22,53
274,3,2025-03-08,2024-08-30,36,Comedy|War,Kramators’k,Ukraine,26,32,42
275,47,2024-12-16,2024-10-15,36,Drama|Romance,Mingshui,China,83,55,100
276,41,2024-11-22,2024-12-28,88,Crime|Thriller,Las Breñas,Argentina,42,19,27
277,6,2025-05-14,2025-03-17,47,Drama|Western,Rūdiškės,Lithuania,57,12,14
278,73,2025-03-31,2025-05-07,92,Drama|Western,Åkersberga,Sweden,87,79,36
279,39,2025-01-28,2025-03-25,6,Drama|Romance,Tala,Uruguay,10,50,38
280,89,2024-07-16,2024-09-26,10,Adventure|Comedy|Sci-Fi,Sangmu,China,41,50,38
281,42,2024-06-15,2024-10-08,7,Sci-Fi,Ueda,Japan,95,63,12
282,60,2024-12-02,2024-08-26,14,Drama|Romance,San Pedro de Macorís,Dominican Republic,94,96,16
283,15,2024-10-29,2024-12-03,72,Drama,Bachowice,Poland,43,80,17
284,89,2025-01-22,2024-10-09,99,Action|Sci-Fi,Maikun,China,98,72,36
285,68,2024-12-21,2024-11-21,5,Mystery|Thriller,Tyshkivka,Ukraine,21,97,37
286,3,2024-08-17,2025-03-22,10,Horror|Mystery|Thriller,Kedian,China,10,71,40
287,52,2025-03-04,2024-07-05,4,Action|Crime|Mystery,Tangpu,China,21,46,38
288,6,2025-02-02,2024-12-03,92,Comedy,Costa Sacate,Argentina,72,30,86
289,71,2025-04-02,2025-03-03,23,Drama|Sci-Fi,Haolaishan,China,12,18,64
290,90,2024-07-08,2025-02-10,95,Drama|Horror|Thriller,Baimiao,China,4,65,8
291,43,2024-11-11,2024-12-13,35,Horror|Mystery|Thriller,Jazovo,Serbia,22,29,96
292,74,2024-12-10,2024-09-12,8,Drama|Thriller,København,Denmark,93,11,47
293,96,2025-01-15,2024-08-09,27,Action|Adventure|Comedy|Sci-Fi,Roubaix,France,54,35,65
294,7,2025-03-17,2025-05-14,77,Drama|Thriller,Erbil,Iraq,98,16,36
295,43,2025-03-03,2024-12-22,52,Crime|Drama|Thriller,Honda,Colombia,60,75,91
296,55,2024-07-15,2024-07-21,40,Drama,Paris 09,France,48,36,91
297,99,2024-07-04,2024-08-30,78,Horror|Thriller,Polo,Philippines,28,88,81
298,84,2024-06-18,2024-05-31,58,Drama,Novyy Urgal,Russia,27,56,50
299,58,2025-04-26,2025-02-07,31,Action|Adventure|Crime|Drama|Thriller,Pueblo Nuevo,Colombia,64,80,15
300,86,2024-09-07,2024-08-05,15,Comedy|Crime,Xinzhuang,China,99,48,98
301,21,2025-01-19,2024-12-08,23,Action|Comedy|Crime,Yazykovo,Russia,77,39,5
302,40,2025-02-08,2024-11-15,5,Thriller,Sumuranyar,Indonesia,29,34,4
